version,1.7.0
info,balls_per_over,6
info,team,Paktia Panthers
info,team,Kandahar Knights
info,gender,male
info,season,2018/19
info,date,2018/10/17
info,event,Afghanistan Premier League
info,match_number,18
info,venue,Sharjah Cricket Stadium
info,city,Sharjah
info,toss_winner,Paktia Panthers
info,toss_decision,bat
info,player_of_match,Asghar Stanikzai
info,umpire,AK Chaudhary
info,umpire,Izatullah Safi
info,reserve_umpire,Muhammad Sabir
info,tv_umpire,Ahmed Shah Pakteen
info,match_referee,DT Jukes
info,winner,Kandahar Knights
info,winner_wickets,4
info,player,Paktia Panthers,Mohammad Shahzad
info,player,Paktia Panthers,Fazal Zazai
info,player,Paktia Panthers,Ihsanullah
info,player,Paktia Panthers,CS Delport
info,player,Paktia Panthers,CS MacLeod
info,player,Paktia Panthers,Samiullah Shenwari
info,player,Paktia Panthers,S Prasanna
info,player,Paktia Panthers,Tahir Khan
info,player,Paktia Panthers,I Udana
info,player,Paktia Panthers,Yousuf Zazai
info,player,Paktia Panthers,Ziaur Rahman (2)
info,player,Kandahar Knights,PR Stirling
info,player,Kandahar Knights,Asghar Stanikzai
info,player,Kandahar Knights,BB McCullum
info,player,Kandahar Knights,Nasir Jamal
info,player,Kandahar Knights,MH Wessels
info,player,Kandahar Knights,Najibullah Zadran
info,player,Kandahar Knights,Karim Janat
info,player,Kandahar Knights,Karim Sadiq
info,player,Kandahar Knights,Mohammad Naveed
info,player,Kandahar Knights,Sayed Shirzad
info,player,Kandahar Knights,Waqar Salamkheil
info,registry,people,AK Chaudhary,fdcc6236
info,registry,people,Ahmed Shah Pakteen,43602937
info,registry,people,Asghar Stanikzai,88679525
info,registry,people,BB McCullum,b8a55852
info,registry,people,CS Delport,afa78c3a
info,registry,people,CS MacLeod,9c376401
info,registry,people,DT Jukes,7c215d14
info,registry,people,Fazal Zazai,0f2bcbe3
info,registry,people,I Udana,ac5ae4af
info,registry,people,Ihsanullah,5aeab54c
info,registry,people,Izatullah Safi,0429e73e
info,registry,people,Karim Janat,62175638
info,registry,people,Karim Sadiq,13e5908b
info,registry,people,MH Wessels,90f47cf2
info,registry,people,Mohammad Naveed,4861d29b
info,registry,people,Mohammad Shahzad,d6dcb0c9
info,registry,people,Muhammad Sabir,83fd5a46
info,registry,people,Najibullah Zadran,1212cbec
info,registry,people,Nasir Jamal,b430ec8c
info,registry,people,PR Stirling,cf494ffe
info,registry,people,Rahmanullah Gurbaz,0bacade8
info,registry,people,S Prasanna,f78e7113
info,registry,people,Samiullah Shenwari,61646132
info,registry,people,Sayed Shirzad,0ec1f412
info,registry,people,Tahir Khan,d11d472e
info,registry,people,Waqar Salamkheil,3f1066d0
info,registry,people,Yousuf Zazai,e6c04d3f
info,registry,people,Ziaur Rahman,66272dc4
ball,1,0.1,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Mohammad Naveed,6,0,,,,,,"",""
ball,1,0.2,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Mohammad Naveed,0,0,,,,,,"",""
ball,1,0.3,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Mohammad Naveed,1,0,,,,,,"",""
ball,1,0.4,Paktia Panthers,Fazal Zazai,Mohammad Shahzad,Mohammad Naveed,1,0,,,,,,"",""
ball,1,0.5,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Mohammad Naveed,1,0,,,,,,"",""
ball,1,0.6,Paktia Panthers,Fazal Zazai,Mohammad Shahzad,Mohammad Naveed,0,0,,,,,,"",""
ball,1,1.1,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Sayed Shirzad,0,0,,,,,,"",""
ball,1,1.2,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Sayed Shirzad,0,0,,,,,,"",""
ball,1,1.3,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Sayed Shirzad,2,0,,,,,,"",""
ball,1,1.4,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Sayed Shirzad,4,0,,,,,,"",""
ball,1,1.5,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Sayed Shirzad,6,0,,,,,,"",""
ball,1,1.6,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Sayed Shirzad,1,0,,,,,,"",""
ball,1,2.1,Paktia Panthers,Mohammad Shahzad,Fazal Zazai,Mohammad Naveed,0,0,,,,,,caught,Mohammad Shahzad
ball,1,2.2,Paktia Panthers,Ihsanullah,Fazal Zazai,Mohammad Naveed,1,0,,,,,,"",""
ball,1,2.3,Paktia Panthers,Fazal Zazai,Ihsanullah,Mohammad Naveed,0,1,1,,,,,"",""
ball,1,2.4,Paktia Panthers,Fazal Zazai,Ihsanullah,Mohammad Naveed,4,0,,,,,,"",""
ball,1,2.5,Paktia Panthers,Fazal Zazai,Ihsanullah,Mohammad Naveed,0,0,,,,,,"",""
ball,1,2.6,Paktia Panthers,Fazal Zazai,Ihsanullah,Mohammad Naveed,0,0,,,,,,"",""
ball,1,2.7,Paktia Panthers,Fazal Zazai,Ihsanullah,Mohammad Naveed,4,1,,1,,,,"",""
ball,1,2.8,Paktia Panthers,Fazal Zazai,Ihsanullah,Mohammad Naveed,6,0,,,,,,"",""
ball,1,3.1,Paktia Panthers,Ihsanullah,Fazal Zazai,Sayed Shirzad,0,0,,,,,,caught,Ihsanullah
ball,1,3.2,Paktia Panthers,CS Delport,Fazal Zazai,Sayed Shirzad,1,0,,,,,,"",""
ball,1,3.3,Paktia Panthers,Fazal Zazai,CS Delport,Sayed Shirzad,1,0,,,,,,"",""
ball,1,3.4,Paktia Panthers,CS Delport,Fazal Zazai,Sayed Shirzad,0,1,,,,1,,"",""
ball,1,3.5,Paktia Panthers,Fazal Zazai,CS Delport,Sayed Shirzad,1,0,,,,,,"",""
ball,1,3.6,Paktia Panthers,CS Delport,Fazal Zazai,Sayed Shirzad,0,0,,,,,,caught,CS Delport
ball,1,4.1,Paktia Panthers,CS MacLeod,Fazal Zazai,Karim Janat,1,0,,,,,,"",""
ball,1,4.2,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Janat,0,0,,,,,,"",""
ball,1,4.3,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Janat,1,0,,,,,,"",""
ball,1,4.4,Paktia Panthers,CS MacLeod,Fazal Zazai,Karim Janat,0,0,,,,,,"",""
ball,1,4.5,Paktia Panthers,CS MacLeod,Fazal Zazai,Karim Janat,0,0,,,,,,"",""
ball,1,4.6,Paktia Panthers,CS MacLeod,Fazal Zazai,Karim Janat,0,0,,,,,,"",""
ball,1,5.1,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Sadiq,0,0,,,,,,"",""
ball,1,5.2,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Sadiq,0,0,,,,,,"",""
ball,1,5.3,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Sadiq,1,0,,,,,,"",""
ball,1,5.4,Paktia Panthers,CS MacLeod,Fazal Zazai,Karim Sadiq,0,0,,,,,,"",""
ball,1,5.5,Paktia Panthers,CS MacLeod,Fazal Zazai,Karim Sadiq,0,0,,,,,,"",""
ball,1,5.6,Paktia Panthers,CS MacLeod,Fazal Zazai,Karim Sadiq,0,0,,,,,,"",""
ball,1,6.1,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Janat,0,0,,,,,,"",""
ball,1,6.2,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Janat,0,1,1,,,,,"",""
ball,1,6.3,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Janat,0,0,,,,,,"",""
ball,1,6.4,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Janat,0,1,1,,,,,"",""
ball,1,6.5,Paktia Panthers,Fazal Zazai,CS MacLeod,Karim Janat,0,0,,,,,,lbw,Fazal Zazai
ball,1,6.6,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Karim Janat,0,0,,,,,,"",""
ball,1,6.7,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Karim Janat,0,0,,,,,,"",""
ball,1,6.8,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Karim Janat,0,0,,,,,,"",""
ball,1,7.1,Paktia Panthers,CS MacLeod,Samiullah Shenwari,Karim Sadiq,1,0,,,,,,"",""
ball,1,7.2,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Karim Sadiq,0,0,,,,,,"",""
ball,1,7.3,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Karim Sadiq,6,0,,,,,,"",""
ball,1,7.4,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Karim Sadiq,1,0,,,,,,"",""
ball,1,7.5,Paktia Panthers,CS MacLeod,Samiullah Shenwari,Karim Sadiq,1,0,,,,,,"",""
ball,1,7.6,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Karim Sadiq,1,0,,,,,,"",""
ball,1,8.1,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Waqar Salamkheil,1,0,,,,,,"",""
ball,1,8.2,Paktia Panthers,CS MacLeod,Samiullah Shenwari,Waqar Salamkheil,1,0,,,,,,"",""
ball,1,8.3,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Waqar Salamkheil,0,0,,,,,,"",""
ball,1,8.4,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Waqar Salamkheil,1,0,,,,,,"",""
ball,1,8.5,Paktia Panthers,CS MacLeod,Samiullah Shenwari,Waqar Salamkheil,1,0,,,,,,"",""
ball,1,8.6,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Waqar Salamkheil,1,0,,,,,,"",""
ball,1,9.1,Paktia Panthers,Samiullah Shenwari,CS MacLeod,Karim Sadiq,0,0,,,,,,"",""
