version,1.7.0
info,balls_per_over,6
info,team,Zimbabwe
info,team,Afghanistan
info,gender,male
info,season,2022
info,date,2022/06/11
info,event,Afghanistan tour of Zimbabwe
info,match_number,1
info,venue,Harare Sports Club
info,city,Harare
info,toss_winner,Zimbabwe
info,toss_decision,bat
info,player_of_match,Najibullah Zadran
info,umpire,I Chabi
info,umpire,L Rusere
info,reserve_umpire,P Sizara
info,tv_umpire,C Phiri
info,match_referee,AJ Pycroft
info,winner,Afghanistan
info,winner_wickets,6
info,player,Zimbabwe,W Madhevere
info,player,Zimbabwe,I Kaia
info,player,Zimbabwe,CR Ervine
info,player,Zimbabwe,RW Chakabva
info,player,Zimbabwe,M Shumba
info,player,Zimbabwe,Sikandar Raza
info,player,Zimbabwe,RP Burl
info,player,Zimbabwe,LM Jongwe
info,player,Zimbabwe,A Ndlovu
info,player,Zimbabwe,TL Chatara
info,player,Zimbabwe,B Muzarabani
info,player,Afghanistan,Hazratullah
info,player,Afghanistan,Rahmanullah Gurbaz
info,player,Afghanistan,Usman Ghani
info,player,Afghanistan,Darwish Rasooli
info,player,Afghanistan,Najibullah Zadran
info,player,Afghanistan,Mohammad Nabi
info,player,Afghanistan,Azmatullah Omarzai
info,player,Afghanistan,Rashid Khan
info,player,Afghanistan,Karim Janat
info,player,Afghanistan,Fazalhaq Farooqi
info,player,Afghanistan,Nijat Masood
info,registry,people,A Ndlovu,3abe1ef6
info,registry,people,AJ Pycroft,685d3f80
info,registry,people,Azmatullah Omarzai,8f6dd463
info,registry,people,B Muzarabani,449f4e3c
info,registry,people,C Phiri,ade73404
info,registry,people,CR Ervine,c96311d4
info,registry,people,Darwish Rasooli,3b2114a5
info,registry,people,Fazalhaq Farooqi,e9c7f0d0
info,registry,people,Hazratullah,5ea51c25
info,registry,people,I Chabi,5e39110e
info,registry,people,I Kaia,5ad8c974
info,registry,people,Karim Janat,62175638
info,registry,people,L Rusere,6a4734ae
info,registry,people,LM Jongwe,b8704508
info,registry,people,M Shumba,6766ca00
info,registry,people,Mohammad Nabi,62af8546
info,registry,people,Najibullah Zadran,1212cbec
info,registry,people,Nijat Masood,a1bf281e
info,registry,people,P Sizara,5d45bb7f
info,registry,people,RP Burl,b08252b8
info,registry,people,RW Chakabva,2f0d7e4a
info,registry,people,Rahmanullah Gurbaz,0bacade8
info,registry,people,Rashid Khan,5f547c8b
info,registry,people,Sikandar Raza,26d041c4
info,registry,people,TL Chatara,5bbabe59
info,registry,people,Usman Ghani,e3829b2a
info,registry,people,W Madhevere,a879b92c
ball,1,0.1,Zimbabwe,W Madhevere,I Kaia,Fazalhaq Farooqi,1,0,,,,,,"",""
ball,1,0.2,Zimbabwe,I Kaia,W Madhevere,Fazalhaq Farooqi,0,1,1,,,,,"",""
ball,1,0.3,Zimbabwe,I Kaia,W Madhevere,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,0.4,Zimbabwe,I Kaia,W Madhevere,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,0.5,Zimbabwe,I Kaia,W Madhevere,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,0.6,Zimbabwe,I Kaia,W Madhevere,Fazalhaq Farooqi,4,0,,,,,,"",""
ball,1,0.7,Zimbabwe,I Kaia,W Madhevere,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,1.1,Zimbabwe,W Madhevere,I Kaia,Nijat Masood,0,1,1,,,,,"",""
ball,1,1.2,Zimbabwe,W Madhevere,I Kaia,Nijat Masood,1,0,,,,,,"",""
ball,1,1.3,Zimbabwe,I Kaia,W Madhevere,Nijat Masood,0,0,,,,,,"",""
ball,1,1.4,Zimbabwe,I Kaia,W Madhevere,Nijat Masood,0,0,,,,,,"",""
ball,1,1.5,Zimbabwe,I Kaia,W Madhevere,Nijat Masood,1,0,,,,,,"",""
ball,1,1.6,Zimbabwe,W Madhevere,I Kaia,Nijat Masood,0,1,1,,,,,"",""
ball,1,1.7,Zimbabwe,W Madhevere,I Kaia,Nijat Masood,1,0,,,,,,"",""
ball,1,1.8,Zimbabwe,I Kaia,W Madhevere,Nijat Masood,1,0,,,,,,"",""
ball,1,2.1,Zimbabwe,I Kaia,W Madhevere,Fazalhaq Farooqi,0,0,,,,,,caught,I Kaia
ball,1,2.2,Zimbabwe,W Madhevere,CR Ervine,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,2.3,Zimbabwe,W Madhevere,CR Ervine,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,2.4,Zimbabwe,W Madhevere,CR Ervine,Fazalhaq Farooqi,1,0,,,,,,"",""
ball,1,2.5,Zimbabwe,CR Ervine,W Madhevere,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,2.6,Zimbabwe,CR Ervine,W Madhevere,Fazalhaq Farooqi,4,0,,,,,,"",""
ball,1,3.1,Zimbabwe,W Madhevere,CR Ervine,Mohammad Nabi,4,0,,,,,,"",""
ball,1,3.2,Zimbabwe,W Madhevere,CR Ervine,Mohammad Nabi,4,0,,,,,,"",""
ball,1,3.3,Zimbabwe,W Madhevere,CR Ervine,Mohammad Nabi,0,0,,,,,,"",""
ball,1,3.4,Zimbabwe,W Madhevere,CR Ervine,Mohammad Nabi,4,0,,,,,,"",""
ball,1,3.5,Zimbabwe,W Madhevere,CR Ervine,Mohammad Nabi,1,0,,,,,,"",""
ball,1,3.6,Zimbabwe,CR Ervine,W Madhevere,Mohammad Nabi,0,1,,,,1,,"",""
ball,1,4.1,Zimbabwe,CR Ervine,W Madhevere,Nijat Masood,0,0,,,,,,"",""
ball,1,4.2,Zimbabwe,CR Ervine,W Madhevere,Nijat Masood,1,0,,,,,,"",""
ball,1,4.3,Zimbabwe,W Madhevere,CR Ervine,Nijat Masood,4,0,,,,,,"",""
ball,1,4.4,Zimbabwe,W Madhevere,CR Ervine,Nijat Masood,1,0,,,,,,"",""
ball,1,4.5,Zimbabwe,CR Ervine,W Madhevere,Nijat Masood,0,1,1,,,,,"",""
ball,1,4.6,Zimbabwe,CR Ervine,W Madhevere,Nijat Masood,4,0,,,,,,"",""
ball,1,4.7,Zimbabwe,CR Ervine,W Madhevere,Nijat Masood,0,0,,,,,,caught and bowled,CR Ervine
ball,1,5.1,Zimbabwe,W Madhevere,RW Chakabva,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,5.2,Zimbabwe,RW Chakabva,W Madhevere,Azmatullah Omarzai,0,0,,,,,,"",""
ball,1,5.3,Zimbabwe,RW Chakabva,W Madhevere,Azmatullah Omarzai,4,0,,,,,,"",""
ball,1,5.4,Zimbabwe,RW Chakabva,W Madhevere,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,5.5,Zimbabwe,W Madhevere,RW Chakabva,Azmatullah Omarzai,0,0,,,,,,"",""
ball,1,5.6,Zimbabwe,W Madhevere,RW Chakabva,Azmatullah Omarzai,0,1,1,,,,,"",""
ball,1,5.7,Zimbabwe,W Madhevere,RW Chakabva,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,6.1,Zimbabwe,W Madhevere,RW Chakabva,Rashid Khan,1,0,,,,,,"",""
ball,1,6.2,Zimbabwe,RW Chakabva,W Madhevere,Rashid Khan,0,1,,,,1,,"",""
ball,1,6.3,Zimbabwe,W Madhevere,RW Chakabva,Rashid Khan,0,0,,,,,,"",""
ball,1,6.4,Zimbabwe,W Madhevere,RW Chakabva,Rashid Khan,4,0,,,,,,"",""
ball,1,6.5,Zimbabwe,W Madhevere,RW Chakabva,Rashid Khan,1,0,,,,,,"",""
ball,1,6.6,Zimbabwe,RW Chakabva,W Madhevere,Rashid Khan,1,0,,,,,,"",""
ball,1,7.1,Zimbabwe,RW Chakabva,W Madhevere,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,7.2,Zimbabwe,W Madhevere,RW Chakabva,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,7.3,Zimbabwe,RW Chakabva,W Madhevere,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,7.4,Zimbabwe,W Madhevere,RW Chakabva,Azmatullah Omarzai,0,0,,,,,,"",""
ball,1,7.5,Zimbabwe,W Madhevere,RW Chakabva,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,7.6,Zimbabwe,RW Chakabva,W Madhevere,Azmatullah Omarzai,2,0,,,,,,"",""
ball,1,8.1,Zimbabwe,W Madhevere,RW Chakabva,Rashid Khan,0,0,,,,,,bowled,W Madhevere
ball,1,8.2,Zimbabwe,M Shumba,RW Chakabva,Rashid Khan,0,0,,,,,,"",""
ball,1,8.3,Zimbabwe,M Shumba,RW Chakabva,Rashid Khan,0,0,,,,,,"",""
ball,1,8.4,Zimbabwe,M Shumba,RW Chakabva,Rashid Khan,0,0,,,,,,"",""
ball,1,8.5,Zimbabwe,M Shumba,RW Chakabva,Rashid Khan,0,0,,,,,,"",""
ball,1,8.6,Zimbabwe,M Shumba,RW Chakabva,Rashid Khan,1,0,,,,,,"",""
ball,1,9.1,Zimbabwe,M Shumba,RW Chakabva,Mohammad Nabi,0,1,1,,,,,stumped,M Shumba
ball,1,9.2,Zimbabwe,Sikandar Raza,RW Chakabva,Mohammad Nabi,1,0,,,,,,"",""
ball,1,9.3,Zimbabwe,RW Chakabva,Sikandar Raza,Mohammad Nabi,0,0,,,,,,"",""
ball,1,9.4,Zimbabwe,RW Chakabva,Sikandar Raza,Mohammad Nabi,2,0,,,,,,"",""
ball,1,9.5,Zimbabwe,RW Chakabva,Sikandar Raza,Mohammad Nabi,1,0,,,,,,"",""
ball,1,9.6,Zimbabwe,Sikandar Raza,RW Chakabva,Mohammad Nabi,0,0,,,,,,"",""
ball,1,9.7,Zimbabwe,Sikandar Raza,RW Chakabva,Mohammad Nabi,0,0,,,,,,"",""
ball,1,10.1,Zimbabwe,RW Chakabva,Sikandar Raza,Karim Janat,1,0,,,,,,"",""
ball,1,10.2,Zimbabwe,Sikandar Raza,RW Chakabva,Karim Janat,1,0,,,,,,"",""
ball,1,10.3,Zimbabwe,RW Chakabva,Sikandar Raza,Karim Janat,1,0,,,,,,"",""
ball,1,10.4,Zimbabwe,Sikandar Raza,RW Chakabva,Karim Janat,1,0,,,,,,"",""
ball,1,10.5,Zimbabwe,RW Chakabva,Sikandar Raza,Karim Janat,0,0,,,,,,"",""
ball,1,10.6,Zimbabwe,RW Chakabva,Sikandar Raza,Karim Janat,1,0,,,,,,"",""
ball,1,11.1,Zimbabwe,RW Chakabva,Sikandar Raza,Mohammad Nabi,4,0,,,,,,"",""
ball,1,11.2,Zimbabwe,RW Chakabva,Sikandar Raza,Mohammad Nabi,1,0,,,,,,"",""
ball,1,11.3,Zimbabwe,Sikandar Raza,RW Chakabva,Mohammad Nabi,1,0,,,,,,"",""
ball,1,11.4,Zimbabwe,RW Chakabva,Sikandar Raza,Mohammad Nabi,1,0,,,,,,"",""
ball,1,11.5,Zimbabwe,Sikandar Raza,RW Chakabva,Mohammad Nabi,1,0,,,,,,"",""
ball,1,11.6,Zimbabwe,RW Chakabva,Sikandar Raza,Mohammad Nabi,4,0,,,,,,"",""
ball,1,12.1,Zimbabwe,Sikandar Raza,RW Chakabva,Karim Janat,1,0,,,,,,"",""
ball,1,12.2,Zimbabwe,RW Chakabva,Sikandar Raza,Karim Janat,0,4,,,,4,,"",""
ball,1,12.3,Zimbabwe,RW Chakabva,Sikandar Raza,Karim Janat,0,0,,,,,,"",""
ball,1,12.4,Zimbabwe,RW Chakabva,Sikandar Raza,Karim Janat,1,0,,,,,,"",""
ball,1,12.5,Zimbabwe,Sikandar Raza,RW Chakabva,Karim Janat,1,0,,,,,,"",""
ball,1,12.6,Zimbabwe,RW Chakabva,Sikandar Raza,Karim Janat,2,0,,,,,,"",""
ball,1,13.1,Zimbabwe,Sikandar Raza,RW Chakabva,Nijat Masood,1,0,,,,,,"",""
ball,1,13.2,Zimbabwe,RW Chakabva,Sikandar Raza,Nijat Masood,0,0,,,,,,caught,RW Chakabva
ball,1,13.3,Zimbabwe,Sikandar Raza,RP Burl,Nijat Masood,1,0,,,,,,"",""
ball,1,13.4,Zimbabwe,RP Burl,Sikandar Raza,Nijat Masood,1,0,,,,,,"",""
ball,1,13.5,Zimbabwe,Sikandar Raza,RP Burl,Nijat Masood,1,0,,,,,,"",""
ball,1,13.6,Zimbabwe,RP Burl,Sikandar Raza,Nijat Masood,0,0,,,,,,"",""
ball,1,14.1,Zimbabwe,Sikandar Raza,RP Burl,Rashid Khan,0,1,1,,,,,"",""
ball,1,14.2,Zimbabwe,Sikandar Raza,RP Burl,Rashid Khan,0,0,,,,,,"",""
ball,1,14.3,Zimbabwe,Sikandar Raza,RP Burl,Rashid Khan,4,0,,,,,,"",""
ball,1,14.4,Zimbabwe,Sikandar Raza,RP Burl,Rashid Khan,0,0,,,,,,"",""
ball,1,14.5,Zimbabwe,Sikandar Raza,RP Burl,Rashid Khan,0,0,,,,,,"",""
ball,1,14.6,Zimbabwe,Sikandar Raza,RP Burl,Rashid Khan,1,0,,,,,,"",""
ball,1,14.7,Zimbabwe,RP Burl,Sikandar Raza,Rashid Khan,1,0,,,,,,run out,RP Burl
ball,1,15.1,Zimbabwe,Sikandar Raza,LM Jongwe,Azmatullah Omarzai,4,0,,,,,,"",""
ball,1,15.2,Zimbabwe,Sikandar Raza,LM Jongwe,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,15.3,Zimbabwe,LM Jongwe,Sikandar Raza,Azmatullah Omarzai,0,0,,,,,,"",""
ball,1,15.4,Zimbabwe,LM Jongwe,Sikandar Raza,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,15.5,Zimbabwe,Sikandar Raza,LM Jongwe,Azmatullah Omarzai,1,0,,,,,,"",""
ball,1,15.6,Zimbabwe,LM Jongwe,Sikandar Raza,Azmatullah Omarzai,4,0,,,,,,"",""
ball,1,16.1,Zimbabwe,Sikandar Raza,LM Jongwe,Rashid Khan,0,0,,,,,,"",""
ball,1,16.2,Zimbabwe,Sikandar Raza,LM Jongwe,Rashid Khan,4,0,,,,,,"",""
ball,1,16.3,Zimbabwe,Sikandar Raza,LM Jongwe,Rashid Khan,1,0,,,,,,"",""
ball,1,16.4,Zimbabwe,LM Jongwe,Sikandar Raza,Rashid Khan,0,0,,,,,,run out,LM Jongwe
ball,1,16.5,Zimbabwe,Sikandar Raza,A Ndlovu,Rashid Khan,1,0,,,,,,"",""
ball,1,16.6,Zimbabwe,A Ndlovu,Sikandar Raza,Rashid Khan,0,0,,,,,,"",""
ball,1,17.1,Zimbabwe,Sikandar Raza,A Ndlovu,Fazalhaq Farooqi,2,0,,,,,,"",""
ball,1,17.2,Zimbabwe,Sikandar Raza,A Ndlovu,Fazalhaq Farooqi,1,0,,,,,,"",""
ball,1,17.3,Zimbabwe,A Ndlovu,Sikandar Raza,Fazalhaq Farooqi,4,0,,,,,,"",""
ball,1,17.4,Zimbabwe,A Ndlovu,Sikandar Raza,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,17.5,Zimbabwe,A Ndlovu,Sikandar Raza,Fazalhaq Farooqi,1,0,,,,,,"",""
ball,1,17.6,Zimbabwe,Sikandar Raza,A Ndlovu,Fazalhaq Farooqi,1,0,,,,,,"",""
ball,1,18.1,Zimbabwe,Sikandar Raza,A Ndlovu,Nijat Masood,2,0,,,,,,"",""
ball,1,18.2,Zimbabwe,Sikandar Raza,A Ndlovu,Nijat Masood,6,1,,1,,,,"",""
ball,1,18.3,Zimbabwe,Sikandar Raza,A Ndlovu,Nijat Masood,6,0,,,,,,"",""
ball,1,18.4,Zimbabwe,Sikandar Raza,A Ndlovu,Nijat Masood,0,0,,,,,,caught,Sikandar Raza
ball,1,18.5,Zimbabwe,TL Chatara,A Ndlovu,Nijat Masood,1,0,,,,,,"",""
ball,1,18.6,Zimbabwe,A Ndlovu,TL Chatara,Nijat Masood,1,0,,,,,,"",""
ball,1,18.7,Zimbabwe,TL Chatara,A Ndlovu,Nijat Masood,1,0,,,,,,"",""
ball,1,19.1,Zimbabwe,TL Chatara,A Ndlovu,Fazalhaq Farooqi,2,0,,,,,,"",""
ball,1,19.2,Zimbabwe,TL Chatara,A Ndlovu,Fazalhaq Farooqi,1,0,,,,,,"",""
ball,1,19.3,Zimbabwe,A Ndlovu,TL Chatara,Fazalhaq Farooqi,0,0,,,,,,"",""
ball,1,19.4,Zimbabwe,A Ndlovu,TL Chatara,Fazalhaq Farooqi,4,0,,,,,,"",""
ball,1,19.5,Zimbabwe,A Ndlovu,TL Chatara,Fazalhaq Farooqi,0,0,,,,,,"",""
